person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,66807,MORTGAGE,2.2,DEBTCONSOLIDATION,C,21725,14.66,1,0.325,N,8.0
22,19196,OWN,7.6,VENTURE,A,25762,6.53,1,1.342,N,3.0
60,35687,RENT,4.1,HOMEIMPROVEMENT,A,1784,6.08,0,0.05,N,30.0
64,78949,RENT,1.5,MEDICAL,G,29020,23.6,0,0.368,N,30.0
37,23096,MORTGAGE,5.9,VENTURE,A,16765,5.39,1,0.726,N,19.0
66,58462,RENT,4.2,EDUCATION,C,32127,14.21,1,0.55,N,30.0
55,21721,MORTGAGE,8.0,EDUCATION,A,4196,5.0,0,0.193,N,30.0
66,64851,OWN,6.6,VENTURE,C,10552,12.26,0,0.163,N,30.0
41,47983,RENT,4.7,MEDICAL,C,32921,15.39,1,0.686,N,19.0
53,18600,MORTGAGE,3.3,VENTURE,A,5746,6.68,1,0.309,N,30.0
66,98601,RENT,0.7,MEDICAL,A,3999,6.89,0,0.041,N,30.0
27,31547,RENT,1.5,MEDICAL,C,16595,15.03,1,0.526,Y,8.0
59,30147,MORTGAGE,2.7,HOMEIMPROVEMENT,B,23063,9.55,1,0.765,Y,30.0
63,55289,RENT,4.6,DEBTCONSOLIDATION,A,7200,8.42,1,0.13,N,30.0
38,97653,OTHER,3.6,EDUCATION,C,24377,14.91,0,0.25,N,17.0
61,26649,MORTGAGE,1.7,EDUCATION,A,14410,8.07,1,0.541,N,30.0
60,50868,RENT,0.0,MEDICAL,D,4598,14.27,1,0.09,N,30.0
56,63404,RENT,3.4,EDUCATION,B,11564,9.78,0,0.182,N,30.0
25,74299,RENT,1.7,PERSONAL,A,31898,10.76,0,0.429,N,6.0
45,54495,RENT,6.6,MEDICAL,C,21598,12.91,0,0.396,N,27.0
53,39331,RENT,0.1,EDUCATION,B,18862,14.08,1,0.48,N,30.0
64,29835,RENT,4.4,PERSONAL,A,11265,9.55,0,0.378,N,30.0
25,51621,RENT,14.2,HOMEIMPROVEMENT,B,10705,11.12,0,0.207,N,6.0
56,25763,MORTGAGE,1.0,EDUCATION,A,26544,7.86,1,1.03,N,30.0
52,15000,MORTGAGE,3.2,PERSONAL,A,15298,6.94,1,1.02,Y,30.0
41,63699,MORTGAGE,0.5,VENTURE,A,33670,7.39,0,0.529,N,20.0
40,84318,RENT,4.9,DEBTCONSOLIDATION,B,7050,9.67,1,0.084,N,21.0
25,15000,RENT,4.0,VENTURE,A,22034,7.42,1,1.469,N,3.0
25,26746,MORTGAGE,2.6,PERSONAL,C,9484,11.87,1,0.355,N,6.0
67,71075,RENT,3.7,MEDICAL,C,32323,11.8,1,0.455,Y,30.0
23,168467,RENT,11.3,MEDICAL,B,21796,12.06,0,0.129,N,1.0
49,49636,MORTGAGE,1.1,EDUCATION,C,30069,11.57,0,0.606,N,29.0
30,31672,MORTGAGE,0.1,VENTURE,D,22827,17.06,0,0.721,N,8.0
49,43926,MORTGAGE,9.9,MEDICAL,B,11315,8.23,0,0.258,N,30.0
50,111851,RENT,4.3,MEDICAL,C,27519,14.26,0,0.246,N,28.0
43,33270,MORTGAGE,11.1,VENTURE,A,10107,7.25,0,0.304,N,21.0
28,30347,MORTGAGE,4.5,HOMEIMPROVEMENT,D,4869,17.59,1,0.16,Y,8.0
22,36693,MORTGAGE,8.3,MEDICAL,A,16447,7.1,1,0.448,N,2.0
50,27667,MORTGAGE,2.8,DEBTCONSOLIDATION,B,28370,8.09,1,1.025,N,28.0
59,52764,MORTGAGE,6.9,PERSONAL,C,8971,13.27,1,0.17,Y,30.0
56,129937,MORTGAGE,12.2,EDUCATION,A,32269,7.69,0,0.248,N,30.0
55,59506,RENT,4.2,MEDICAL,A,26651,7.34,1,0.448,N,30.0
43,42133,MORTGAGE,1.0,DEBTCONSOLIDATION,B,24446,11.19,0,0.58,N,25.0
50,41147,MORTGAGE,1.6,DEBTCONSOLIDATION,B,10643,9.82,0,0.259,N,30.0
25,19188,MORTGAGE,1.1,MEDICAL,C,4823,11.98,0,0.251,N,3.0
21,83271,RENT,1.4,HOMEIMPROVEMENT,D,14454,14.8,1,0.174,N,1.0
39,46784,RENT,1.8,PERSONAL,A,4932,6.88,0,0.105,N,17.0
47,43989,OWN,4.0,EDUCATION,A,11220,6.87,0,0.255,N,25.0
30,250000,MORTGAGE,4.4,MEDICAL,C,9554,16.39,0,0.038,N,12.0
23,58644,OWN,2.8,EDUCATION,B,3429,12.01,0,0.058,N,3.0
34,31223,MORTGAGE,4.8,VENTURE,C,29208,14.32,0,0.935,N,13.0
25,37956,MORTGAGE,0.4,DEBTCONSOLIDATION,A,8444,8.04,0,0.222,Y,5.0
49,97642,MORTGAGE,0.5,DEBTCONSOLIDATION,B,11510,10.86,1,0.118,N,29.0
57,52468,OWN,0.9,MEDICAL,B,11537,10.87,0,0.22,N,30.0
21,20682,MORTGAGE,3.6,MEDICAL,B,8147,10.7,0,0.394,N,1.0
34,85096,MORTGAGE,1.2,VENTURE,B,4598,10.55,0,0.054,N,12.0
30,32830,RENT,1.7,HOMEIMPROVEMENT,B,7718,7.99,0,0.235,N,12.0
27,150840,RENT,2.6,MEDICAL,B,14782,10.06,0,0.098,N,9.0
45,93716,MORTGAGE,8.4,DEBTCONSOLIDATION,A,1051,7.21,0,0.011,Y,24.0
64,37481,RENT,0.1,EDUCATION,A,17702,6.6,1,0.472,N,30.0
63,105726,RENT,5.2,PERSONAL,B,11184,9.83,0,0.106,N,30.0
24,51057,RENT,5.5,EDUCATION,B,13468,10.86,1,0.264,N,4.0
25,81769,RENT,8.0,HOMEIMPROVEMENT,B,23072,11.42,1,0.282,Y,5.0
45,65567,RENT,13.5,PERSONAL,B,16479,10.86,0,0.251,Y,23.0
23,29501,RENT,0.1,EDUCATION,C,29467,14.39,1,0.999,N,5.0
38,33318,OWN,0.8,EDUCATION,D,24402,16.91,1,0.732,Y,16.0
39,90941,MORTGAGE,10.9,VENTURE,A,8210,7.14,0,0.09,N,21.0
52,40100,RENT,3.1,HOMEIMPROVEMENT,A,7057,8.13,0,0.176,Y,30.0
39,38476,RENT,4.2,DEBTCONSOLIDATION,A,31916,5.4,0,0.83,N,21.0
31,27637,MORTGAGE,5.4,VENTURE,C,28268,13.04,1,1.023,N,12.0
66,63206,RENT,5.7,PERSONAL,B,24259,9.9,0,0.384,N,30.0
20,168976,MORTGAGE,13.4,DEBTCONSOLIDATION,A,14864,9.34,0,0.088,Y,1.0
45,25834,MORTGAGE,29.0,VENTURE,C,8043,13.9,0,0.311,Y,25.0
33,49738,MORTGAGE,6.4,HOMEIMPROVEMENT,A,13529,5.9,0,0.272,Y,11.0
57,114385,RENT,1.7,MEDICAL,B,31868,11.21,0,0.279,Y,30.0
56,46733,MORTGAGE,,MEDICAL,B,27309,11.59,0,0.584,N,30.0
30,64306,RENT,0.3,PERSONAL,C,24284,13.39,0,0.378,Y,10.0
55,25914,OWN,1.3,MEDICAL,A,4464,8.33,0,0.172,Y,30.0
32,63385,MORTGAGE,11.4,VENTURE,D,19643,13.01,0,0.31,N,14.0
62,43814,RENT,1.5,PERSONAL,C,30265,10.26,0,0.691,N,30.0
22,88560,RENT,1.2,DEBTCONSOLIDATION,A,16954,6.09,0,0.191,N,1.0
52,99950,RENT,0.7,HOMEIMPROVEMENT,A,24880,7.68,0,0.249,Y,30.0
25,231825,MORTGAGE,9.8,PERSONAL,B,20043,12.34,0,0.086,Y,6.0
29,69409,RENT,3.5,DEBTCONSOLIDATION,D,1255,14.65,0,0.018,Y,10.0
24,59603,MORTGAGE,5.6,PERSONAL,D,2502,14.98,0,0.042,Y,4.0
42,55084,RENT,1.4,EDUCATION,B,5656,10.61,1,0.103,Y,21.0
29,39660,MORTGAGE,7.1,EDUCATION,D,11302,15.41,1,0.285,N,11.0
63,60059,MORTGAGE,7.1,PERSONAL,A,6430,6.84,0,0.107,N,30.0
21,41058,MORTGAGE,1.9,MEDICAL,A,28425,6.99,0,0.692,N,2.0
32,54234,MORTGAGE,2.6,EDUCATION,E,2860,20.08,1,0.053,N,14.0
59,108072,RENT,1.2,HOMEIMPROVEMENT,C,7158,14.84,0,0.066,N,30.0
21,26797,RENT,18.8,DEBTCONSOLIDATION,B,6806,10.53,0,0.254,Y,1.0
39,97141,MORTGAGE,5.2,VENTURE,C,21738,15.49,0,0.224,N,20.0
20,108041,RENT,13.6,EDUCATION,F,18106,21.61,0,0.168,N,1.0
56,45668,RENT,1.8,PERSONAL,C,10474,14.88,0,0.229,N,30.0
28,15000,RENT,7.6,MEDICAL,D,17997,14.97,1,1.2,N,9.0
36,34040,RENT,7.3,VENTURE,C,33599,12.72,1,0.987,N,18.0
28,106744,RENT,5.9,DEBTCONSOLIDATION,A,6790,6.7,1,0.064,N,7.0
30,48352,MORTGAGE,16.9,DEBTCONSOLIDATION,D,11170,15.9,0,0.231,N,10.0
34,26914,RENT,2.5,EDUCATION,A,10004,7.57,1,0.372,N,16.0
43,36211,MORTGAGE,0.7,DEBTCONSOLIDATION,D,26792,16.39,1,0.74,N,22.0
57,81175,RENT,5.6,DEBTCONSOLIDATION,B,31216,12.87,0,0.385,N,30.0
54,68052,MORTGAGE,6.5,MEDICAL,C,8232,14.37,0,0.121,N,30.0
49,42473,RENT,4.3,MEDICAL,B,13674,9.88,0,0.322,N,28.0
50,39336,OWN,1.2,MEDICAL,A,17052,7.5,1,0.433,N,30.0
24,38752,OWN,3.5,PERSONAL,A,6913,9.31,0,0.178,N,3.0
63,28185,RENT,1.9,DEBTCONSOLIDATION,G,28913,24.44,1,1.026,Y,30.0
33,129214,OWN,2.8,DEBTCONSOLIDATION,F,11567,22.79,1,0.09,N,14.0
30,40400,OTHER,5.2,DEBTCONSOLIDATION,B,10432,,0,0.258,N,11.0
28,101752,MORTGAGE,6.8,HOMEIMPROVEMENT,G,1319,22.65,1,0.013,N,9.0
53,122123,MORTGAGE,1.3,MEDICAL,D,25469,15.16,0,0.209,N,30.0
31,89231,RENT,2.6,VENTURE,C,27490,13.02,0,0.308,N,11.0
54,37836,MORTGAGE,1.6,EDUCATION,A,21584,6.22,1,0.57,N,30.0
54,62457,RENT,1.1,VENTURE,E,5791,18.85,1,0.093,N,30.0
20,48314,RENT,7.6,PERSONAL,B,32736,10.87,1,0.678,N,2.0
59,28503,OTHER,12.0,PERSONAL,D,1329,17.61,0,0.047,N,30.0
41,59552,RENT,2.3,DEBTCONSOLIDATION,D,9851,,0,0.165,N,19.0
48,24162,MORTGAGE,7.0,VENTURE,D,24126,14.87,1,0.999,N,27.0
27,99968,MORTGAGE,11.4,DEBTCONSOLIDATION,C,22300,14.47,0,0.223,Y,8.0
30,37094,MORTGAGE,9.4,HOMEIMPROVEMENT,A,11164,7.72,0,0.301,N,9.0
60,55309,OTHER,1.0,PERSONAL,B,25509,10.55,1,0.461,N,30.0
56,58103,RENT,15.7,PERSONAL,B,6703,12.02,0,0.115,N,30.0
33,41967,RENT,2.4,VENTURE,A,28109,6.29,1,0.67,Y,11.0
49,69704,RENT,2.1,PERSONAL,B,23554,9.63,0,0.338,N,29.0
54,36866,RENT,0.3,HOMEIMPROVEMENT,C,28676,12.48,1,0.778,N,30.0
40,82683,RENT,3.3,HOMEIMPROVEMENT,D,24804,13.58,0,0.3,N,21.0
56,21859,RENT,0.6,HOMEIMPROVEMENT,A,30802,7.66,1,1.409,N,30.0
24,52882,MORTGAGE,1.4,EDUCATION,B,25795,9.87,0,0.488,N,4.0
38,156898,MORTGAGE,,HOMEIMPROVEMENT,A,3611,6.62,0,0.023,N,16.0
33,26897,RENT,8.3,HOMEIMPROVEMENT,A,23075,6.4,1,0.858,N,15.0
45,32641,MORTGAGE,10.4,EDUCATION,A,17479,,1,0.535,N,25.0
23,66725,RENT,1.8,DEBTCONSOLIDATION,C,10180,12.54,0,0.153,N,2.0
44,54597,RENT,9.8,MEDICAL,A,10304,7.77,0,0.189,N,24.0
64,60498,MORTGAGE,9.7,PERSONAL,C,15610,14.05,0,0.258,N,30.0
61,65743,MORTGAGE,7.2,HOMEIMPROVEMENT,A,9437,7.15,1,0.144,N,30.0
44,71742,MORTGAGE,0.8,PERSONAL,D,13521,15.57,1,0.188,Y,23.0
37,95398,RENT,5.9,VENTURE,D,25028,16.22,1,0.262,N,18.0
59,62685,MORTGAGE,14.5,PERSONAL,F,28301,20.97,0,0.451,Y,30.0
27,42414,MORTGAGE,5.7,DEBTCONSOLIDATION,D,22740,17.6,0,0.536,N,9.0
58,73390,MORTGAGE,2.0,EDUCATION,E,22282,18.88,1,0.304,N,30.0
59,153265,MORTGAGE,3.5,PERSONAL,D,11858,17.31,0,0.077,N,30.0
33,45270,MORTGAGE,5.2,PERSONAL,C,16186,14.23,0,0.358,N,14.0
51,27317,MORTGAGE,3.6,PERSONAL,A,32194,5.92,1,1.179,N,30.0
57,95248,MORTGAGE,0.6,MEDICAL,A,26230,,0,0.275,N,30.0
52,45604,OTHER,1.9,MEDICAL,A,28018,7.44,0,0.614,N,30.0
42,15000,MORTGAGE,8.1,VENTURE,C,25665,14.54,1,1.711,N,22.0
34,81507,RENT,,EDUCATION,B,22516,12.81,0,0.276,N,14.0
52,35553,MORTGAGE,0.7,PERSONAL,D,25673,15.42,1,0.722,N,30.0
44,46429,RENT,15.2,PERSONAL,F,6239,21.07,1,0.134,N,22.0
36,59825,RENT,2.0,PERSONAL,B,27415,11.46,1,0.458,Y,17.0
52,54956,MORTGAGE,5.4,PERSONAL,B,28195,10.43,0,0.513,Y,30.0
66,75032,OWN,7.0,MEDICAL,F,30323,22.97,1,0.404,N,30.0
21,37748,OWN,8.4,DEBTCONSOLIDATION,A,31763,5.88,1,0.841,N,2.0
33,66693,RENT,,DEBTCONSOLIDATION,C,19105,14.31,0,0.286,Y,15.0
59,41951,MORTGAGE,1.9,VENTURE,A,30739,8.3,0,0.733,N,30.0
59,76365,RENT,9.8,HOMEIMPROVEMENT,C,32969,14.88,0,0.432,N,30.0
58,70913,OTHER,0.7,EDUCATION,A,15497,7.57,0,0.219,Y,30.0
25,27965,OTHER,6.1,DEBTCONSOLIDATION,D,2816,17.07,0,0.101,N,6.0
25,94050,MORTGAGE,6.8,PERSONAL,B,27483,10.2,0,0.292,N,6.0
22,35540,MORTGAGE,5.7,DEBTCONSOLIDATION,A,23159,6.54,0,0.652,N,1.0
26,79605,MORTGAGE,1.5,VENTURE,A,4849,6.36,0,0.061,N,5.0
27,61106,MORTGAGE,10.3,HOMEIMPROVEMENT,B,22612,8.77,0,0.37,Y,5.0
61,147695,RENT,0.9,DEBTCONSOLIDATION,F,34826,20.47,0,0.236,N,30.0
34,42869,RENT,0.3,VENTURE,C,19706,13.87,1,0.46,N,14.0
66,39751,MORTGAGE,,MEDICAL,B,25563,10.25,1,0.643,N,30.0
48,48452,MORTGAGE,3.2,HOMEIMPROVEMENT,B,5359,10.74,0,0.111,N,26.0
52,40867,RENT,9.5,VENTURE,B,31669,11.98,0,0.775,N,30.0
49,79218,OWN,2.4,DEBTCONSOLIDATION,C,13809,12.88,0,0.174,Y,30.0
58,18586,RENT,0.9,MEDICAL,C,30454,16.31,1,1.639,N,30.0
46,26050,MORTGAGE,9.1,VENTURE,B,8254,11.41,0,0.317,N,24.0
55,25830,MORTGAGE,4.0,VENTURE,C,25785,13.26,1,0.998,Y,30.0
48,86697,MORTGAGE,1.0,DEBTCONSOLIDATION,C,3093,13.24,0,0.036,N,26.0
57,136812,MORTGAGE,6.4,HOMEIMPROVEMENT,F,33009,19.79,1,0.241,Y,30.0
52,46042,RENT,3.6,MEDICAL,E,17558,18.47,1,0.381,N,30.0
56,44298,RENT,4.6,PERSONAL,C,18718,10.91,0,0.423,N,30.0
46,51125,MORTGAGE,3.1,EDUCATION,C,17705,15.01,0,0.346,N,27.0
52,98432,MORTGAGE,8.8,HOMEIMPROVEMENT,A,23082,5.0,0,0.234,Y,30.0
23,28101,RENT,8.8,MEDICAL,D,13342,16.05,0,0.475,N,3.0
41,56557,MORTGAGE,6.2,VENTURE,B,13239,9.13,0,0.234,N,21.0
21,88002,RENT,0.6,MEDICAL,A,33274,6.66,1,0.378,N,2.0
29,66214,MORTGAGE,,EDUCATION,B,12419,9.81,0,0.188,N,10.0
24,54926,MORTGAGE,5.6,DEBTCONSOLIDATION,D,16003,18.31,1,0.291,N,6.0
29,89377,RENT,6.0,EDUCATION,A,31866,6.18,0,0.357,Y,7.0
52,15000,RENT,2.3,PERSONAL,B,22988,11.6,1,1.533,Y,30.0
57,73623,MORTGAGE,10.6,PERSONAL,B,25908,11.89,0,0.352,N,30.0
32,33108,MORTGAGE,6.5,EDUCATION,A,6674,5.0,0,0.202,N,10.0
50,16344,MORTGAGE,0.6,HOMEIMPROVEMENT,A,6002,6.76,1,0.367,N,30.0
66,66617,MORTGAGE,2.6,HOMEIMPROVEMENT,D,28567,17.78,1,0.429,N,30.0
55,111769,MORTGAGE,10.9,VENTURE,D,1910,,0,0.017,Y,30.0
64,45140,OWN,0.2,PERSONAL,A,30072,8.94,1,0.666,Y,30.0
43,86831,MORTGAGE,16.3,VENTURE,D,34717,15.98,1,0.4,Y,21.0
34,128974,RENT,5.7,PERSONAL,C,22809,13.43,1,0.177,N,13.0
48,107898,RENT,5.0,EDUCATION,B,27651,10.58,0,0.256,N,27.0
27,131134,RENT,1.6,HOMEIMPROVEMENT,C,17484,13.91,1,0.133,N,8.0
24,76517,MORTGAGE,1.4,HOMEIMPROVEMENT,F,5646,19.85,0,0.074,N,2.0
48,51290,RENT,14.2,EDUCATION,B,3400,10.19,0,0.066,N,28.0
66,18747,OWN,1.8,VENTURE,A,23185,7.94,1,1.237,Y,30.0
23,42292,MORTGAGE,7.5,VENTURE,E,19727,18.71,0,0.466,Y,1.0
31,29556,MORTGAGE,2.5,MEDICAL,C,34120,13.92,1,1.154,Y,9.0
64,180333,RENT,0.7,PERSONAL,A,2018,6.64,0,0.011,Y,30.0
21,44111,RENT,0.1,VENTURE,B,18563,11.26,1,0.421,N,1.0
46,52781,RENT,,EDUCATION,B,6193,10.65,0,0.117,N,24.0
50,68247,RENT,18.6,VENTURE,D,16701,14.1,0,0.245,N,29.0
55,50320,RENT,2.3,HOMEIMPROVEMENT,B,4536,9.86,0,0.09,N,30.0
55,135541,MORTGAGE,2.2,PERSONAL,A,19886,6.43,0,0.147,N,30.0
45,33739,OWN,2.1,DEBTCONSOLIDATION,C,30410,12.41,1,0.901,N,25.0
62,55092,OWN,3.7,MEDICAL,B,34744,9.93,0,0.631,N,30.0
46,31398,MORTGAGE,2.9,PERSONAL,A,16957,8.24,0,0.54,N,28.0
24,22203,RENT,10.6,HOMEIMPROVEMENT,B,33875,9.75,1,1.526,N,6.0
39,33959,MORTGAGE,3.5,HOMEIMPROVEMENT,D,2626,16.27,1,0.077,N,17.0
30,47943,OWN,3.5,HOMEIMPROVEMENT,A,26279,7.57,0,0.548,N,11.0
29,37889,RENT,0.7,HOMEIMPROVEMENT,C,7229,12.57,1,0.191,N,11.0
59,32355,MORTGAGE,20.3,EDUCATION,B,7877,10.09,0,0.243,N,30.0
57,21082,RENT,1.4,MEDICAL,A,34642,8.54,1,1.643,Y,30.0
25,46636,MORTGAGE,0.4,DEBTCONSOLIDATION,B,33356,10.68,1,0.715,N,5.0
27,19874,OTHER,5.4,HOMEIMPROVEMENT,B,4809,11.16,0,0.242,N,9.0
42,77345,RENT,4.5,HOMEIMPROVEMENT,D,10465,17.53,0,0.135,N,23.0
66,51506,OWN,2.7,VENTURE,A,1559,8.02,0,0.03,Y,30.0
45,20444,MORTGAGE,2.7,MEDICAL,C,9308,11.2,0,0.455,N,26.0
65,40719,OWN,7.7,PERSONAL,A,22353,7.82,1,0.549,Y,30.0
62,31216,RENT,1.1,MEDICAL,F,16250,20.26,1,0.521,Y,30.0
31,59367,MORTGAGE,8.6,MEDICAL,C,17427,15.67,1,0.294,Y,11.0
45,109564,RENT,5.2,DEBTCONSOLIDATION,C,34276,13.98,1,0.313,N,25.0
32,15913,RENT,2.7,MEDICAL,A,7107,6.78,0,0.447,N,12.0
59,52523,RENT,3.1,DEBTCONSOLIDATION,B,14476,11.18,0,0.276,N,30.0
37,44530,OWN,1.5,HOMEIMPROVEMENT,A,4439,7.61,0,0.1,N,17.0
44,73335,MORTGAGE,7.0,HOMEIMPROVEMENT,E,21312,16.44,0,0.291,N,25.0
52,55710,MORTGAGE,3.6,EDUCATION,B,22795,11.54,0,0.409,Y,30.0
66,31220,OWN,1.9,DEBTCONSOLIDATION,C,14136,13.01,0,0.453,Y,30.0
59,40480,RENT,4.5,DEBTCONSOLIDATION,C,15167,15.2,0,0.375,N,30.0
62,30405,RENT,27.3,PERSONAL,B,18300,10.35,1,0.602,N,30.0
31,93489,RENT,2.9,VENTURE,C,18182,15.23,1,0.194,Y,13.0
63,49651,RENT,12.7,MEDICAL,C,5971,14.01,0,0.12,N,30.0
55,153386,RENT,2.1,PERSONAL,C,27909,14.67,0,0.182,N,30.0
67,47268,RENT,0.3,DEBTCONSOLIDATION,B,20659,9.91,1,0.437,N,30.0
23,32046,RENT,1.1,PERSONAL,B,32403,10.92,1,1.011,N,1.0
24,19767,RENT,2.7,EDUCATION,A,34586,5.43,1,1.75,N,2.0
56,16615,RENT,,VENTURE,D,11360,15.85,1,0.684,N,30.0
27,18949,RENT,,DEBTCONSOLIDATION,C,22424,11.72,0,1.183,N,8.0
61,57542,OWN,12.3,DEBTCONSOLIDATION,B,33499,9.13,1,0.582,N,30.0
47,66518,MORTGAGE,9.3,MEDICAL,E,4065,17.43,0,0.061,N,28.0
50,18982,OWN,6.8,VENTURE,A,4259,8.29,0,0.224,N,30.0
28,83869,RENT,0.9,EDUCATION,D,13300,15.82,1,0.159,N,10.0
48,36686,RENT,0.6,HOMEIMPROVEMENT,G,34370,23.54,1,0.937,N,30.0
33,53534,MORTGAGE,0.3,PERSONAL,D,5295,15.79,1,0.099,N,15.0
59,128969,RENT,6.4,MEDICAL,D,28209,17.3,0,0.219,N,30.0
60,83960,RENT,13.2,DEBTCONSOLIDATION,B,21927,10.5,0,0.261,N,30.0
41,41726,RENT,2.8,HOMEIMPROVEMENT,A,10032,7.8,1,0.24,Y,21.0
30,28718,RENT,0.6,EDUCATION,C,28718,12.82,1,1.0,Y,8.0
42,15000,RENT,3.6,VENTURE,B,13877,11.88,1,0.925,Y,22.0
20,31840,RENT,2.1,PERSONAL,A,27666,8.97,1,0.869,N,1.0
65,43188,MORTGAGE,2.3,MEDICAL,C,7766,13.46,0,0.18,N,30.0
56,27110,RENT,4.9,DEBTCONSOLIDATION,B,23829,9.8,1,0.879,Y,30.0
40,45308,RENT,6.3,DEBTCONSOLIDATION,E,21221,16.56,1,0.468,Y,21.0
45,51334,MORTGAGE,0.6,HOMEIMPROVEMENT,D,26102,14.96,1,0.508,Y,26.0
65,42833,RENT,0.2,HOMEIMPROVEMENT,D,16932,13.4,1,0.395,N,30.0
55,33189,RENT,25.9,PERSONAL,C,26714,12.41,1,0.805,N,30.0
42,54241,MORTGAGE,1.3,VENTURE,D,3552,16.43,0,0.065,N,22.0
20,63905,RENT,0.3,EDUCATION,D,15274,15.94,1,0.239,N,1.0
59,25482,RENT,1.1,VENTURE,C,30250,16.29,1,1.187,N,30.0
34,114297,RENT,0.2,VENTURE,A,3808,7.05,0,0.033,N,16.0
40,46205,RENT,2.5,VENTURE,D,16295,15.46,1,0.353,N,22.0
66,49578,MORTGAGE,8.1,PERSONAL,D,15669,17.28,1,0.316,N,30.0
28,74976,MORTGAGE,2.1,PERSONAL,B,11523,8.19,0,0.154,N,6.0
28,56383,RENT,2.9,EDUCATION,A,14769,5.72,0,0.262,Y,9.0
29,86845,MORTGAGE,5.6,VENTURE,C,26207,14.3,0,0.302,Y,9.0
45,58236,MORTGAGE,3.6,PERSONAL,A,26557,7.27,1,0.456,N,26.0
